CustomerID,Age,Annual Income (k$),Spending Score (1-100),Gender,Annual_Spend,Visit_Frequency
34798,18,20,68,Male,78903,4
34799,27,26,63,Female,36092,12
34800,43,49,43,Male,31295,7
34801,39,49,66,Male,47492,9
34802,32,37,37,Female,20898,10
34803,51,49,64,Female,52325,12
34804,33,36,4,Female,39424,15
34805,36,37,60,Female,66200,18
34806,43,83,57,Female,25626,9
34807,27,78,48,Female,23261,11
34808,38,31,83,Female,31473,7
34809,21,49,70,Male,36673,5
34810,36,107,56,Female,45977,14
34811,34,86,75,Female,71991,14
34812,53,29,20,Female,42813,20
34813,24,15,29,Female,84874,8
34814,23,22,66,Female,53307,6
34815,21,69,77,Female,32891,8
34816,18,59,37,Female,33387,10
34817,30,50,26,Female,34833,17
34818,50,33,39,Female,49640,16
34819,18,37,60,Male,58856,18
34820,45,34,100,Female,44749,12
34821,34,53,20,Female,51835,7
34822,27,57,59,Female,30525,14
34823,30,43,17,Male,45934,13
34824,42,73,73,Male,42794,8
34825,42,51,54,Male,50545,18
34826,18,38,52,Male,48200,19
34827,30,93,89,Female,32717,14
34828,39,15,82,Female,28781,16
34829,27,53,76,Male,44820,18
34830,35,45,5,Female,44898,14
34831,18,76,14,Female,48591,13
34832,41,39,46,Female,51752,20
34833,37,44,77,Female,56887,5
34834,26,38,6,Female,41506,22
34835,41,18,50,Female,58393,1
34836,33,23,20,Male,40531,7
34837,34,62,31,Female,61183,14
34838,37,27,29,Male,49591,10
34839,32,43,67,Male,52756,9
34840,32,57,71,Female,57654,9
34841,42,55,60,Male,32534,17
34842,42,46,53,Female,60479,9
34843,28,44,56,Male,69747,19
34844,38,39,56,Female,71946,17
34845,42,20,43,Male,54822,16
34846,30,68,22,Female,67662,12
34847,18,41,57,Male,40314,10
34848,40,55,24,Male,20450,23
34849,46,33,66,Male,45370,5
34850,18,34,45,Female,39567,8
34851,51,37,39,Female,29953,19
34852,39,24,33,Female,64504,11
34853,56,39,87,Female,72072,16
34854,46,59,74,Male,35083,7
34855,51,29,56,Male,55970,12
34856,33,40,4,Female,37995,7
34857,46,33,82,Female,46279,11
34858,18,26,67,Female,47247,19
34859,37,64,53,Female,52616,14
34860,28,44,60,Male,41973,19
34861,33,46,93,Male,53976,10
34862,24,15,43,Male,46367,14
34863,27,66,10,Male,20771,9
34864,18,67,63,Female,47998,11
34865,28,36,43,Male,53568,10
34866,43,59,77,Male,69578,16
34867,19,101,51,Male,63668,7
34868,18,45,77,Male,63770,10
34869,21,72,52,Female,45910,16
34870,67,32,52,Male,39811,14
34871,31,56,39,Male,56697,9
34872,27,24,36,Female,78686,20
34873,32,69,40,Female,64094,9
34874,50,16,68,Female,44066,7
34875,43,46,48,Male,47262,6
34876,21,50,37,Male,45567,13
34877,40,56,89,Male,38598,14
34878,27,57,43,Female,61455,13
34879,44,31,85,Female,62365,12
34880,48,53,74,Male,53152,6
34881,30,88,13,Female,33809,7
34882,36,82,22,Female,53689,13
34883,18,46,37,Female,53628,2
34884,25,46,26,Female,22421,1
34885,59,49,67,Male,32124,18
34886,30,45,32,Female,23643,17
34887,30,90,78,Female,20692,10
34888,34,50,54,Male,38897,10
34889,44,86,33,Female,74005,13
34890,28,32,56,Female,40386,17
34891,30,77,64,Male,61081,13
34892,38,65,1,Male,73506,12
34893,34,39,55,Female,33931,6
34894,28,51,39,Female,40301,16
34895,45,59,69,Male,47163,12
34896,52,43,49,Female,48353,22
34897,29,52,51,Female,33987,8
34898,26,35,22,Male,46489,10
34899,41,27,70,Female,73000,4
34900,42,63,28,Female,49552,24
34901,30,39,57,Female,58567,10
34902,18,46,65,Female,77634,7
34903,37,55,28,Female,56788,8
34904,30,60,26,Male,60326,9
34905,50,63,93,Male,62145,23
34906,20,74,50,Male,37407,11
34907,22,45,31,Male,79226,7
34908,50,72,85,Female,65015,19
34909,35,56,63,Male,54932,22
34910,37,25,32,Female,48016,16
34911,23,59,41,Male,54133,7
34912,61,23,26,Male,71622,11
34913,22,38,47,Male,50151,18
34914,25,46,40,Male,30276,18
34915,48,88,36,Female,65524,9
34916,18,15,51,Male,32891,11
34917,21,55,62,Male,64190,24
34918,49,39,44,Female,72875,11
34919,18,65,12,Female,32237,11
34920,20,40,91,Female,73378,8
34921,35,51,71,Male,39331,18
34922,53,81,47,Female,57440,11
34923,40,17,28,Female,56665,16
34924,47,84,78,Female,59670,6
34925,22,44,45,Male,59945,9
34926,24,58,51,Male,41264,11
34927,36,66,65,Male,56944,2
34928,18,40,23,Female,46839,16
34929,37,62,50,Male,21136,1
34930,40,47,21,Male,61477,2
34931,37,56,71,Male,66084,9
34932,21,59,32,Female,49966,16
34933,41,42,76,Male,43613,10
34934,18,31,76,Female,79909,20
34935,27,49,55,Male,71188,8
34936,49,55,58,Male,44292,11
34937,24,51,27,Male,59969,23
34938,23,70,68,Male,36812,15
34939,33,64,74,Female,61926,7
34940,37,51,12,Female,71750,11
34941,36,51,45,Male,58055,8
34942,29,54,38,Male,76615,9
34943,28,75,67,Female,57631,19
34944,20,31,63,Female,73485,8
34945,26,39,60,Male,58259,12
34946,20,80,41,Male,45131,11
34947,32,48,67,Male,23066,17
34948,28,72,61,Male,79649,10
34949,51,40,28,Female,61817,11
34950,25,66,11,Male,45852,17
34951,25,73,31,Female,56043,14
34952,44,42,53,Female,32486,5
34953,32,60,20,Female,66261,7
34954,23,73,85,Female,61958,12
34955,31,15,68,Male,47655,9
34956,33,51,69,Female,57606,14
34957,19,68,46,Female,78798,20
34958,54,71,100,Male,24504,9
34959,25,15,71,Female,73336,11
34960,39,32,28,Female,73914,8
34961,18,67,16,Male,38710,7
34962,50,102,28,Male,52976,6
34963,23,46,48,Male,56837,17
34964,28,44,58,Female,21051,8
34965,39,66,77,Male,64163,15
34966,47,40,33,Male,26406,13
34967,45,60,34,Female,88281,12
34968,26,62,19,Female,55034,9
34969,45,49,69,Female,42888,19
34970,42,59,26,Female,61408,12
34971,34,15,61,Female,38350,8
34972,38,42,91,Female,76599,20
34973,26,58,39,Female,36698,9
34974,23,28,92,Female,48447,16
34975,28,53,38,Female,40615,14
34976,40,60,8,Female,74168,13
34977,36,55,91,Female,61563,5
34978,18,40,48,Female,62773,7
34979,22,57,70,Female,35249,5
34980,59,61,48,Female,52440,15
34981,31,89,68,Male,47642,13
34982,34,47,47,Female,74503,11
34983,47,40,12,Male,32004,13
34984,34,36,19,Male,35670,10
34985,46,18,62,Male,36833,6
34986,33,15,39,Female,48400,11
34987,19,38,37,Male,36466,12
34988,18,59,13,Male,32315,9
34989,18,53,98,Female,73849,7
34990,46,51,48,Female,68991,19
34991,42,48,29,Female,49353,3
34992,18,55,84,Female,44525,13
34993,42,24,48,Male,34232,5
34994,35,79,57,Male,60005,12
34995,29,32,26,Female,68003,7
34996,18,24,63,Female,40987,17
34997,29,33,43,Female,56619,15
34998,18,56,42,Male,50139,14
34999,31,37,47,Male,37972,19
35000,28,48,27,Female,54964,13
35001,43,50,18,Female,32029,10
35002,23,27,14,Female,37270,16
35003,30,59,40,Male,87853,6
35004,35,52,20,Female,22857,19
35005,37,66,89,Male,43547,18
35006,23,58,47,Male,61188,14
35007,45,52,59,Male,57956,13
35008,32,84,41,Male,44542,19
35009,43,38,42,Female,50959,11
35010,28,34,59,Female,46420,18
35011,45,58,31,Female,48842,12
35012,42,62,68,Male,40891,19
35013,25,45,15,Male,49335,14
35014,26,62,83,Female,51978,7
35015,25,39,46,Male,46453,15
35016,44,15,29,Male,57923,14
35017,41,69,29,Female,38903,21
35018,26,45,37,Male,30320,16
35019,22,55,44,Female,56363,18
35020,32,72,64,Female,71951,17
35021,50,50,29,Male,57531,13
35022,21,58,88,Male,14285,6
35023,25,48,50,Female,52630,12
35024,20,53,38,Male,28665,8
35025,22,62,27,Male,53134,6
35026,54,68,59,Female,39624,8
35027,27,15,63,Female,52955,14
35028,24,15,54,Male,51203,12
35029,42,64,37,Male,48030,16
35030,50,60,35,Male,51041,10
35031,22,66,19,Male,41072,16
35032,26,44,36,Male,62618,5
35033,38,42,4,Male,54384,14
35034,28,71,32,Male,47754,7
35035,25,51,44,Male,45896,23
35036,31,35,88,Male,68794,12
35037,48,28,33,Male,49431,7
35038,34,34,80,Female,42783,11
35039,52,78,53,Female,60009,16
35040,18,65,35,Female,56810,14
35041,37,31,43,Female,37635,14
35042,38,15,51,Female,60667,14
35043,42,80,22,Male,54893,11
35044,40,15,37,Male,18404,13
35045,23,54,77,Male,57916,13
35046,22,15,36,Female,35206,23
35047,18,54,90,Male,42277,16
35048,20,15,68,Male,59203,15
35049,44,49,32,Female,82598,9
35050,45,52,16,Female,15453,10
35051,40,66,61,Male,39591,14
35052,41,43,35,Female,38725,9
35053,54,17,48,Female,45290,11
35054,23,43,19,Male,47995,7
35055,52,40,66,Female,54060,8
35056,33,44,37,Female,55229,8
35057,18,61,100,Female,39387,8
35058,73,58,54,Female,71953,18
35059,18,24,60,Female,66785,17
35060,26,77,22,Male,41384,11
35061,54,31,14,Male,60658,2
35062,34,45,43,Male,58386,13
35063,37,53,25,Female,26183,10
35064,25,16,54,Female,57309,14
35065,30,15,71,Male,59719,4
35066,43,60,21,Male,60884,15
35067,41,91,13,Male,27202,7
35068,20,15,68,Male,57475,14
35069,38,33,68,Male,37235,19
35070,44,51,81,Male,58588,21
35071,18,53,66,Female,46925,8
35072,52,64,82,Female,44843,14
35073,31,49,68,Female,42090,20
35074,35,28,55,Female,55900,8
35075,18,73,46,Male,83077,12
35076,32,49,44,Male,36025,5
35077,30,56,74,Female,22435,10
35078,20,36,82,Male,53244,14
35079,52,46,43,Female,61154,9
35080,18,53,38,Male,39728,7
35081,25,47,42,Female,49831,9
35082,37,38,37,Male,47008,9
35083,35,64,35,Female,46803,12
35084,43,25,100,Male,62584,19
35085,38,25,45,Male,49755,9
35086,22,35,83,Male,45906,11
35087,23,27,31,Female,36762,1
35088,18,68,41,Male,62065,3
35089,38,87,59,Female,58257,9
35090,18,54,69,Female,55290,4
35091,40,41,82,Female,43816,13
35092,25,39,61,Female,50444,17
35093,37,44,19,Male,29081,13
35094,31,30,58,Female,26813,1
35095,39,47,81,Female,51613,14
35096,33,64,33,Female,43478,14
35097,20,43,70,Female,58742,21
35098,24,53,32,Female,34742,15
35099,20,42,50,Male,67842,21
35100,40,33,68,Female,51865,14
35101,37,15,36,Female,46118,9
35102,40,78,30,Female,38606,7
35103,41,51,28,Female,66143,20
35104,26,54,34,Female,50422,10
35105,27,49,47,Male,65699,15
35106,26,44,17,Female,24658,14
35107,36,85,72,Female,36711,13
35108,67,39,75,Female,50280,19
35109,27,71,46,Female,37227,13
35110,33,53,5,Male,22035,13
35111,36,71,70,Male,28864,15
35112,40,69,84,Male,47871,12
35113,50,28,19,Male,52380,22
35114,35,52,41,Female,39679,16
35115,34,57,65,Female,43150,17
35116,40,83,61,Female,29966,13
35117,45,49,77,Female,45954,9
35118,50,53,48,Male,19832,18
35119,37,79,43,Male,30049,6
35120,26,53,52,Female,22806,16
35121,47,50,56,Female,29662,12
35122,25,33,9,Female,72398,13
35123,23,18,57,Female,15112,15
35124,36,41,68,Male,45972,12
35125,29,55,57,Male,42011,14
35126,31,37,76,Female,40772,13
35127,23,63,53,Male,74479,13
35128,26,70,62,Male,71260,11
35129,40,48,99,Female,25818,9
35130,32,46,73,Female,41113,15
35131,51,62,49,Male,31216,17
35132,24,40,8,Male,81781,2
35133,31,106,61,Female,38126,6
35134,50,62,60,Female,82120,4
35135,41,33,49,Female,24472,20
35136,35,38,25,Male,24247,16
35137,18,19,44,Female,10708,18
35138,33,32,49,Male,56306,9
35139,51,36,47,Male,25054,8
35140,21,38,50,Female,74644,19
35141,26,78,72,Female,46605,6
35142,23,46,31,Female,47438,16
35143,37,24,31,Female,49477,8
35144,43,34,43,Male,56990,19
35145,48,43,35,Male,45308,4
35146,18,35,44,Female,50979,16
35147,42,28,61,Male,51625,25
35148,29,15,100,Male,52655,6
35149,24,60,92,Female,19798,12
35150,28,27,37,Male,54275,7
35151,39,17,23,Female,66456,11
35152,18,61,73,Male,71726,14
35153,33,71,96,Male,38122,8
35154,18,53,69,Male,61130,21
35155,18,27,19,Female,62687,11
35156,26,47,25,Female,36231,19
35157,35,103,68,Female,52779,21
35158,42,52,77,Female,67135,10
35159,18,72,30,Female,72743,4
35160,30,39,70,Male,47446,16
35161,18,65,14,Female,60615,16
35162,35,52,51,Male,52861,8
35163,36,65,7,Male,65648,9
35164,39,64,23,Female,66908,13
35165,49,31,77,Male,55638,16
35166,40,25,59,Male,38009,13
35167,40,39,49,Male,47311,15
35168,35,69,78,Female,65520,10
35169,26,37,53,Male,68008,17
35170,22,58,1,Female,73649,4
35171,34,43,7,Female,51043,16
35172,18,27,47,Female,27005,3
35173,50,31,75,Female,56806,4
35174,51,27,89,Male,27863,12
35175,43,49,83,Male,37678,10
35176,23,56,55,Male,48334,11
35177,40,83,23,Female,67426,17
35178,19,63,89,Male,41496,4
35179,52,60,57,Female,45886,8
35180,20,15,46,Male,52015,21
35181,34,56,66,Female,37286,12
35182,24,64,39,Male,43241,10
35183,18,52,76,Male,44301,12
35184,43,75,1,Male,51081,2
35185,27,72,17,Male,45124,11
35186,35,43,36,Female,47155,8
35187,18,39,35,Male,63387,9
35188,19,49,35,Female,78033,8
35189,50,32,66,Female,60761,8
35190,29,41,57,Male,55619,5
35191,51,29,56,Female,67821,16
35192,40,37,62,Male,30522,13
35193,44,37,80,Female,51761,12
35194,38,49,30,Male,72544,12
35195,20,31,46,Female,64455,14
35196,45,56,77,Female,57632,1
35197,32,57,48,Female,45602,11
35198,44,60,2,Female,29747,20
35199,34,65,28,Male,43850,11
35200,19,60,86,Male,66668,6
35201,47,61,62,Female,37140,7
35202,21,43,59,Male,48318,18
35203,44,34,71,Female,40733,15
35204,31,51,36,Female,42818,9
35205,20,71,23,Female,69999,17
35206,41,15,12,Female,78214,17
35207,18,36,18,Female,55624,13
35208,37,39,41,Male,54114,5
35209,49,27,38,Female,42359,8
35210,41,47,6,Male,62581,6
35211,35,65,51,Female,44540,7
35212,37,25,96,Male,53124,19
35213,33,55,94,Male,50626,6
35214,55,47,30,Female,25355,18
35215,28,71,46,Female,62188,10
35216,27,35,67,Female,74790,16
35217,36,47,55,Female,49191,8
35218,48,51,31,Female,50452,11
35219,50,57,79,Female,52932,17
35220,32,46,92,Female,43818,11
35221,35,73,51,Female,62616,10
35222,35,86,18,Male,42742,15
35223,18,132,51,Male,39351,6
35224,18,43,84,Female,28720,27
35225,39,69,28,Male,71882,13
35226,23,64,58,Female,60461,8
35227,41,52,90,Male,28601,16
35228,57,19,58,Male,54606,23
35229,23,15,13,Female,39859,7
35230,36,55,1,Male,44671,8
35231,18,85,10,Female,27160,5
35232,37,76,24,Female,41521,18
35233,18,19,60,Female,68838,11
35234,43,28,10,Male,20296,2
35235,27,60,54,Male,35431,13
35236,22,70,57,Female,50202,13
35237,32,74,49,Female,67016,18
35238,27,59,49,Female,43498,9
35239,38,59,51,Female,34750,14
35240,42,29,31,Male,21571,22
35241,37,24,58,Female,61620,8
35242,20,53,49,Female,50770,8
35243,44,77,48,Male,68500,5
35244,32,57,23,Male,23368,18
35245,44,54,99,Female,29865,10
35246,33,62,56,Female,74100,10
35247,30,45,31,Female,70299,2
35248,18,54,44,Male,23850,16
35249,41,56,24,Female,41100,7
35250,42,90,51,Male,60549,9
35251,46,30,91,Female,72973,7
35252,44,47,41,Male,55317,10
35253,26,47,55,Male,41899,10
35254,46,36,63,Female,50073,4
35255,20,71,62,Female,46091,10
35256,67,24,41,Male,38917,11
35257,23,34,71,Female,64207,11
35258,39,54,1,Male,27422,12
35259,43,67,41,Male,34813,15
35260,30,41,31,Male,56838,17
35261,24,24,84,Female,37214,6
35262,22,51,51,Male,57423,14
35263,33,56,65,Male,38360,17
35264,40,96,66,Female,43313,6
35265,26,46,16,Male,45480,17
35266,44,79,81,Female,52837,9
35267,28,65,62,Female,43948,12
35268,28,50,56,Male,62948,11
35269,46,35,43,Male,49781,6
35270,26,39,57,Female,36519,9
35271,36,60,14,Female,47946,12
35272,40,57,18,Male,43094,5
35273,31,51,21,Female,31927,6
35274,32,15,38,Female,69372,8
35275,43,43,48,Female,24326,17
35276,42,47,65,Female,46373,11
35277,55,24,50,Female,53685,10
35278,35,51,2,Male,49685,12
35279,18,60,24,Male,31591,14
35280,36,90,71,Male,60220,10
35281,39,90,70,Male,62374,16
35282,35,35,74,Male,55096,16
35283,55,57,43,Female,69211,8
35284,29,34,71,Male,42193,11
35285,70,28,3,Male,57921,14
35286,28,47,64,Female,43705,17
35287,22,71,86,Female,68691,12
35288,26,69,12,Male,75173,11
35289,47,47,54,Male,49665,13
35290,59,32,1,Male,63984,13
35291,32,53,50,Female,56328,16
35292,24,56,31,Female,49832,9
35293,42,46,54,Male,71213,3
35294,24,52,59,Male,29140,12
35295,32,41,16,Female,43048,5
35296,37,83,46,Female,37083,8
35297,43,67,64,Female,33508,12
35298,41,50,73,Male,49310,15
35299,24,54,75,Female,20439,12
35300,50,15,67,Male,41088,10
35301,27,65,84,Female,72583,18
35302,49,83,51,Male,48569,16
35303,38,71,35,Female,34198,3
35304,34,19,73,Female,66516,1
35305,53,68,74,Female,38767,6
35306,19,37,87,Male,44422,9
35307,34,42,73,Female,59165,4
35308,26,39,36,Female,55364,13
35309,47,44,70,Female,62641,15
35310,55,58,29,Female,37027,13
35311,47,59,64,Male,70598,17
35312,18,27,86,Female,45177,8
35313,18,49,56,Female,71234,15
35314,60,35,100,Female,66327,20
35315,41,28,31,Female,84215,11
35316,19,18,74,Female,53149,13
35317,22,52,77,Female,13104,11
35318,53,48,53,Female,9505,6
35319,26,22,74,Male,43876,7
35320,36,38,30,Female,68193,9
35321,34,37,40,Female,57643,12
35322,33,51,100,Male,23000,6
35323,52,17,43,Female,30288,8
35324,28,15,66,Male,29118,16
35325,20,49,75,Female,39049,12
35326,38,63,44,Male,46346,12
35327,32,55,54,Female,73698,20
35328,34,79,52,Female,40544,15
35329,20,62,91,Female,57914,15
35330,28,51,11,Male,45528,2
35331,29,92,43,Male,43555,7
35332,42,24,75,Male,68558,17
35333,18,49,90,Female,48597,12
35334,41,65,81,Female,43463,10
35335,30,23,20,Male,43644,15
35336,49,40,53,Female,28249,17
35337,25,54,67,Male,54916,14
35338,55,59,26,Female,26612,5
35339,38,99,32,Male,46315,13
35340,26,56,38,Female,48716,9
35341,42,34,14,Female,40959,13
35342,44,69,40,Male,54455,7
35343,32,23,79,Female,35224,2
35344,33,59,53,Male,22258,13
35345,38,67,76,Female,59046,20
35346,35,35,54,Female,39650,10
35347,30,25,51,Male,70478,14
35348,36,34,87,Female,33180,7
35349,51,97,61,Male,43800,13
35350,23,69,100,Female,30945,18
35351,45,44,6,Male,34220,12
35352,44,39,58,Female,34312,12
35353,52,33,19,Male,62769,11
35354,34,47,59,Male,50069,14
35355,23,35,44,Female,44218,12
35356,18,33,69,Female,60805,15
35357,22,70,87,Male,54009,16
35358,30,64,77,Female,59057,15
35359,24,59,64,Female,43164,8
35360,35,55,2,Female,37163,11
35361,39,26,92,Female,72818,9
35362,29,67,13,Male,35139,14
35363,44,57,9,Male,50306,15
35364,20,49,2,Female,55710,7
35365,32,61,42,Female,54797,19
35366,44,63,60,Female,67097,8
35367,44,55,12,Male,51479,1
35368,42,39,28,Female,59298,10
35369,35,62,50,Male,61363,21
35370,35,59,46,Male,44296,11
35371,18,39,73,Female,63816,11
35372,21,22,43,Male,44434,9
35373,47,42,1,Male,67005,12
35374,29,54,100,Male,48681,8
35375,45,46,39,Female,46273,16
35376,31,45,83,Female,52408,11
35377,46,35,42,Male,30760,13
35378,19,52,40,Female,56141,8
35379,18,57,3,Male,48899,9
35380,28,85,63,Male,50766,6
35381,27,57,7,Male,44028,3
35382,38,43,35,Female,58687,6
35383,28,27,58,Female,47250,16
35384,36,77,30,Male,26526,12
35385,24,45,98,Female,65492,11
35386,20,36,55,Female,37406,12
35387,33,58,22,Female,64434,6
35388,33,48,48,Female,45215,13
35389,37,29,71,Male,55001,16
35390,38,70,76,Female,59752,13
35391,32,24,53,Female,56980,28
35392,35,72,63,Male,32507,21
35393,39,55,69,Female,43503,12
35394,36,64,11,Female,36892,14
35395,27,36,17,Female,55114,14
35396,35,56,100,Female,64493,14
35397,51,36,30,Female,45903,10
35398,46,34,47,Female,42801,14
35399,53,21,67,Male,44589,7
35400,22,23,69,Female,50885,9
35401,44,26,85,Male,53778,13
35402,43,78,66,Female,30799,10
35403,50,38,36,Female,74189,20
35404,28,45,34,Male,41003,16
35405,55,56,69,Male,45596,17
35406,39,44,47,Female,60298,14
35407,36,85,83,Male,62878,8
35408,49,24,63,Male,57853,7
35409,35,49,16,Male,12059,4
35410,25,42,49,Male,34820,7
35411,18,38,40,Male,47695,10
35412,19,34,60,Male,14494,15
35413,37,64,69,Female,46555,9
35414,28,92,44,Female,50741,4
35415,18,20,56,Male,37838,14
35416,49,45,1,Female,74053,18
35417,24,77,33,Female,47414,15
35418,18,31,26,Male,38391,6
35419,25,61,54,Male,36622,13
35420,18,25,41,Male,50412,5
35421,42,68,1,Male,41501,11
35422,18,66,28,Female,43752,10
35423,40,55,48,Male,50364,14
35424,39,43,53,Female,43215,17
35425,24,55,49,Female,60961,12
35426,41,72,64,Female,47736,23
35427,42,54,16,Male,74996,2
35428,37,29,91,Female,51576,16
35429,27,49,86,Female,36450,2
35430,38,25,83,Female,65334,18
35431,23,56,100,Male,49250,15
35432,33,61,72,Female,43196,13
35433,29,35,26,Female,56370,15
35434,28,83,74,Male,64877,4
35435,62,94,26,Female,50655,16
35436,28,82,60,Male,62196,10
35437,52,63,48,Male,72514,13
35438,33,36,80,Female,62670,13
35439,58,15,33,Male,32358,9
35440,40,85,56,Female,43731,10
35441,18,59,56,Male,46413,13
35442,30,109,26,Male,43341,14
35443,23,77,35,Male,61829,19
35444,31,78,25,Male,28968,13
35445,42,41,57,Female,53123,15
35446,48,73,68,Female,37395,11
35447,33,75,39,Female,40142,10
35448,41,54,75,Female,37027,9
35449,29,57,96,Male,81101,10
35450,34,29,18,Female,86920,15
35451,23,33,26,Male,23224,14
35452,29,15,43,Female,45407,14
35453,49,66,89,Female,42860,8
35454,35,57,52,Male,37139,8
35455,41,85,59,Male,68715,10
35456,47,34,50,Male,60908,11
35457,18,34,73,Female,30723,19
35458,18,59,19,Female,46137,14
35459,41,49,41,Male,37411,9
35460,52,80,47,Male,81289,7
35461,33,56,48,Male,39902,15
35462,20,100,74,Male,51480,16
35463,47,46,78,Female,53602,17
35464,36,64,19,Male,57449,13
35465,33,37,20,Female,41987,16
35466,41,15,15,Female,51923,7
35467,47,85,89,Male,50160,10
35468,64,74,71,Female,56442,10
35469,31,52,13,Female,15730,15
35470,18,15,44,Female,70382,18
35471,28,55,11,Male,19870,9
35472,36,49,35,Male,20409,1
35473,18,52,31,Female,71523,18
35474,20,25,45,Male,78178,13
35475,47,42,66,Female,56072,10
35476,39,69,35,Male,54361,7
35477,23,36,65,Male,40584,12
35478,18,78,51,Male,20087,18
35479,18,87,24,Male,34366,2
35480,25,78,62,Female,65071,14
35481,58,19,30,Female,46247,4
35482,24,63,26,Male,48867,9
35483,56,87,58,Male,72914,15
35484,35,68,41,Male,33200,17
35485,30,97,72,Male,55020,3
35486,37,59,64,Female,72946,11
35487,38,62,64,Female,78613,8
35488,22,63,52,Female,37523,6
35489,37,36,42,Male,47903,17
35490,27,57,69,Male,66360,9
35491,21,61,57,Male,15414,17
35492,38,48,61,Male,49638,14
35493,38,53,73,Female,75668,4
35494,28,39,60,Male,39129,4
35495,23,54,55,Female,43679,16
35496,38,76,73,Male,57107,15
35497,19,50,100,Female,49570,11
35498,39,37,35,Male,40818,7
35499,31,56,48,Female,38826,16
35500,34,60,88,Female,53502,7
35501,39,31,83,Male,27746,15
35502,34,38,73,Male,57553,9
35503,37,75,18,Male,68212,14
35504,30,51,77,Female,65665,8
35505,49,52,48,Male,59472,1
35506,40,43,69,Male,46756,7
35507,18,58,2,Female,56223,14
35508,18,40,27,Male,57474,11
35509,26,15,65,Female,60925,11
35510,38,42,66,Male,83676,15
35511,40,60,51,Female,54546,10
35512,24,15,81,Female,51901,28
35513,18,59,74,Male,51745,15
35514,18,48,28,Female,56623,12
35515,38,65,23,Female,25288,11
35516,21,17,27,Female,56238,19
35517,44,70,60,Female,69710,17
35518,18,35,39,Female,45564,7
35519,40,44,39,Female,71284,15
35520,51,82,34,Female,39704,11
35521,27,81,68,Male,18964,11
35522,34,34,27,Female,55066,5
35523,33,77,50,Female,35012,8
35524,31,32,34,Female,54613,13
35525,35,88,22,Female,29993,11
35526,25,40,34,Female,52105,4
35527,23,15,61,Male,66226,14
35528,35,15,70,Male,57129,9
35529,56,87,67,Male,48903,10
35530,43,59,7,Male,63247,9
35531,33,81,72,Female,42116,13
35532,54,66,79,Female,14807,18
35533,37,55,38,Female,44903,5
35534,48,72,29,Male,29005,17
35535,29,40,66,Male,71598,7
35536,39,88,55,Male,59409,15
35537,21,42,52,Female,90363,12
35538,27,72,36,Female,45145,9
35539,46,38,37,Male,44768,5
35540,18,61,55,Male,49735,13
35541,18,59,33,Female,62961,13
35542,18,51,32,Female,65358,19
35543,53,64,75,Female,40915,13
35544,33,39,64,Female,46204,20
35545,62,26,57,Female,38167,12
35546,47,15,57,Male,52816,8
35547,24,57,66,Male,62987,18
35548,18,40,63,Female,38377,13
35549,47,50,29,Male,78920,23
35550,33,55,100,Female,44898,9
35551,51,63,66,Female,43354,9
35552,44,78,50,Male,66772,6
35553,34,26,26,Male,47963,9
35554,20,56,58,Female,58569,11
35555,36,35,72,Female,22579,17
35556,22,34,93,Male,64783,24
35557,64,38,5,Male,29823,8
35558,43,50,67,Male,39935,18
35559,60,63,45,Female,65202,11
35560,41,67,16,Male,42383,9
35561,27,25,44,Male,41640,1
35562,33,33,73,Female,33058,4
35563,39,44,48,Male,39987,14
35564,35,84,57,Female,62038,14
35565,18,42,31,Male,35341,6
35566,24,16,48,Male,27769,7
35567,34,61,66,Male,38511,15
35568,25,33,3,Male,42546,11
35569,18,37,45,Male,33064,7
35570,46,80,76,Male,31543,21
35571,39,43,21,Female,75727,6
35572,57,64,65,Female,49289,20
35573,37,58,92,Female,50050,11
35574,34,45,54,Male,45461,18
35575,48,33,56,Female,51094,6
35576,28,34,56,Female,52964,8
35577,63,70,56,Female,29605,15
35578,40,18,47,Female,87006,4
35579,32,60,81,Female,46281,12
35580,45,15,51,Female,40030,10
35581,20,62,74,Female,65386,14
35582,26,44,61,Female,30305,14
35583,34,25,31,Male,52768,6
35584,38,82,49,Female,68218,7
35585,28,84,44,Male,74237,12
35586,43,61,50,Male,62839,13
35587,53,53,64,Female,46415,10
35588,51,64,56,Male,55436,14
35589,29,19,100,Male,20870,12
35590,24,80,92,Female,71427,18
35591,31,37,35,Female,38382,9
35592,51,56,6,Male,42641,11
35593,37,58,100,Male,38463,12
35594,48,78,82,Female,32333,8
35595,49,52,21,Male,73424,16
35596,29,31,63,Female,38346,8
35597,45,37,40,Male,57320,15
35598,19,59,24,Male,63748,21
35599,35,50,60,Male,48459,9
35600,28,59,58,Male,52528,18
35601,43,47,37,Male,46905,13
35602,25,62,61,Female,44036,9
35603,33,73,100,Female,54024,7
35604,18,57,13,Male,33079,7
35605,60,62,55,Male,59615,7
35606,50,65,23,Female,39503,3
35607,27,61,49,Male,40514,13
35608,29,47,25,Male,37581,9
35609,52,56,14,Female,51827,6
35610,39,66,100,Female,43622,11
35611,37,46,50,Male,48392,15
35612,36,47,78,Female,64540,14
35613,32,53,81,Male,60492,18
35614,21,26,34,Female,64245,8
35615,54,40,32,Male,48479,9
35616,33,50,13,Female,39436,6
35617,35,70,62,Female,43843,18
